Order Date,Segment,Market,Sales,Profit
07-05-2012,Home Office,APAC,1917.36,747.72
08-01-2011,Home Office,APAC,2173.5,260.82
18-10-2013,Home Office,US,1927.59,751.7601
07-07-2012,Consumer,Canada,1799.1,593.64
18-06-2011,Consumer,EU,1814.25,653.1
10-01-2012,Consumer,EU,1293.675,-776.325
11-02-2014,Corporate,EU,2477.55,1040.55
13-08-2013,Consumer,US,1399.944,52.4979
12-04-2012,Corporate,APAC,723.3,332.7
03-01-2014,Consumer,EU,2097.12,188.64
12-02-2013,Consumer,US,1350.12,175.5156
13-12-2014,Consumer,APAC,3242.88,421.56
01-07-2014,Consumer,US,1044.63,-295.9785
04-10-2014,Consumer,US,1793.98,843.1706
07-10-2014,Corporate,EU,597.36,226.92
20-06-2013,Corporate,EMEA,3955.14,1383.9
11-07-2014,Consumer,APAC,796.824,231.264
24-04-2014,Consumer,EU,2305.26,922.05
04-05-2011,Consumer,LATAM,2833.76,35.36
06-10-2011,Corporate,APAC,2077.32,581.64
12-11-2014,Consumer,LATAM,1916.88,939.26
17-12-2014,Corporate,LATAM,1212.5,606.2
14-11-2014,Consumer,US,2404.704,150.294
05-04-2013,Consumer,EU,1622.565,133.605
19-09-2014,Home Office,APAC,856.44,222.66
22-08-2013,Corporate,US,2887.056,180.441
10-07-2014,Corporate,EU,1361.043,196.533
06-10-2014,Corporate,APAC,3391.74,271.08
01-06-2013,Consumer,LATAM,2375.296,-207.844
20-08-2012,Corporate,Africa,889.02,320.04
30-08-2011,Consumer,EMEA,1782.48,873.36
04-12-2012,Consumer,EU,667.7685,274.9185
13-10-2014,Consumer,APAC,1612.845,394.245
19-12-2013,Home Office,EU,845.208,-9.492
16-06-2012,Consumer,APAC,2799.63,391.77
20-08-2013,Home Office,APAC,1549.1286,-56.1114
21-06-2012,Corporate,LATAM,1696.4,67.84
23-05-2012,Corporate,LATAM,935.5,168.3
30-04-2013,Corporate,EU,2036.8125,359.3025
15-06-2012,Corporate,EU,980.52,176.4
18-12-2013,Consumer,EU,1654.644,681.204
20-11-2014,Consumer,US,1525.188,-2287.782
21-07-2014,Consumer,APAC,2063.7684,141.1884
08-02-2013,Corporate,Africa,1457.28,568.32
27-10-2011,Consumer,APAC,1693.23,829.5
14-01-2014,Corporate,US,4164.05,83.281
26-02-2013,Consumer,LATAM,1411.2,405.72
26-11-2011,Consumer,EU,2039.796,-113.364
20-08-2012,Consumer,APAC,5737.5,630.99
24-05-2012,Consumer,APAC,1641.087,473.907
04-11-2011,Home Office,LATAM,1380.9,303.7
22-09-2011,Consumer,APAC,1917,690.12
17-10-2013,Consumer,APAC,823.5,172.92
20-09-2013,Home Office,US,872.32,244.2496
05-06-2013,Consumer,APAC,3180.75,1081.35
14-05-2013,Corporate,EU,2910.1875,-68.7225
29-09-2011,Home Office,US,2348.82,399.2994
16-01-2014,Consumer,US,1924.16,312.676
21-10-2013,Consumer,APAC,910.35,391.35
11-08-2014,Home Office,EU,856.68,274.08
04-05-2013,Corporate,LATAM,1731.072,-238.028
15-07-2013,Home Office,EU,1330.992,-103.608
07-01-2011,Home Office,US,2573.82,746.4078
02-12-2014,Corporate,LATAM,1914.08,669.76
08-01-2014,Home Office,LATAM,3393.12,101.76
01-12-2014,Consumer,US,1079.316,-15.4188
27-06-2014,Consumer,APAC,1446.6,665.4
12-03-2011,Consumer,APAC,3272.01,1537.83
15-01-2013,Home Office,APAC,3386.859,-597.681
19-11-2011,Corporate,EU,728.532,-133.728
28-08-2012,Corporate,APAC,2498.526,499.446
24-12-2014,Consumer,EMEA,2575.92,772.68
16-06-2012,Consumer,EU,2546.46,381.78
11-07-2013,Consumer,APAC,2888.76,173.25
22-05-2012,Home Office,APAC,1031.4,185.64
05-08-2014,Consumer,EU,1237.44,74.16
12-08-2014,Consumer,Africa,1018.32,183.24
26-12-2012,Consumer,EU,600.6,131.82
05-01-2013,Consumer,EU,2756.943,1163.883
29-12-2014,Corporate,APAC,1534.869,-102.411
27-02-2013,Consumer,APAC,1781.136,-134.064
16-12-2013,Home Office,APAC,6439.8,2447.1
04-07-2012,Consumer,LATAM,1363.2,-1806.24
20-08-2012,Consumer,EU,3315.27,961.38
01-07-2013,Consumer,US,1266.86,291.3778
03-07-2012,Corporate,EU,2123.028,124.788
29-11-2014,Home Office,EU,2478.84,272.58
08-04-2011,Consumer,APAC,1894.536,505.176
09-05-2013,Consumer,US,1006.056,88.0299
05-10-2013,Home Office,US,5399.91,2591.9568
19-11-2012,Consumer,APAC,1317.9,0
01-09-2014,Home Office,EU,1350.09,256.41
04-11-2013,Corporate,APAC,1839.18,238.98
05-09-2013,Consumer,US,2799.96,944.9865
19-11-2013,Consumer,EU,1908.18,820.44
31-12-2014,Corporate,LATAM,1264.466,301.466
04-03-2013,Consumer,US,3930.072,-786.0144
02-02-2012,Consumer,EU,965.16,463.26
19-03-2013,Consumer,EU,748.116,282.516
21-03-2012,Consumer,EU,943.866,209.706
24-05-2014,Corporate,APAC,1447.44,43.32
14-06-2013,Corporate,EU,1552.5,62.1
14-10-2011,Consumer,US,1999.96,624.9875
02-06-2014,Corporate,US,2405.2,793.716
17-06-2014,Consumer,US,1212.96,90.972
09-12-2013,Consumer,LATAM,919.26,266.58
09-10-2013,Corporate,LATAM,3045.84,1035.58
16-10-2013,Home Office,APAC,766.872,114.972
24-12-2011,Consumer,Africa,2880.18,115.2
16-04-2013,Consumer,LATAM,1403.36,449.04
09-08-2011,Consumer,LATAM,1819.104,500.184
19-12-2012,Home Office,US,2249.91,517.4793
19-10-2011,Home Office,APAC,2018.331,-576.909
23-02-2011,Corporate,APAC,2065.5,41.25
10-03-2011,Consumer,APAC,1274.16,382.2
25-01-2014,Consumer,APAC,2485.62,795.24
18-06-2014,Consumer,EU,1560.24,421.2
24-12-2011,Consumer,APAC,3271.2,1341.15
08-01-2013,Consumer,LATAM,751.488,-112.752
04-01-2013,Consumer,LATAM,2120.8,275.7
31-01-2014,Corporate,EU,2102.832,321.552
04-11-2011,Corporate,EU,820.488,183.288
02-05-2014,Consumer,US,2803.92,0
22-06-2011,Consumer,APAC,1718.172,610.812
24-09-2013,Corporate,Africa,553.44,16.56
30-08-2012,Corporate,EU,2794.2525,515.7525
17-06-2013,Consumer,EU,1242.54,345.15
22-07-2014,Corporate,US,1626.192,121.9644
18-12-2012,Consumer,APAC,1274.7,165.66
25-09-2013,Corporate,Africa,1553.76,730.26
24-03-2014,Consumer,LATAM,2205.568,689.088
09-04-2014,Corporate,US,2690.97,1264.7559
03-12-2011,Corporate,EU,3227.7,742.35
28-05-2014,Home Office,APAC,1395,237.15
14-06-2014,Consumer,EU,2291.835,-1128.435
12-11-2011,Consumer,Africa,1660.8,83.04
31-05-2013,Corporate,APAC,2436.672,-487.368
18-02-2014,Home Office,US,899.43,-12.849
17-08-2011,Corporate,EMEA,954.6,152.7
06-03-2012,Consumer,LATAM,1903,57
02-11-2012,Home Office,US,2621.322,553.3902
06-08-2014,Corporate,EU,1590.9,508.95
18-06-2014,Consumer,EMEA,1467.36,469.44
31-12-2014,Corporate,APAC,1091.2806,46.9206
24-09-2012,Home Office,LATAM,2014.3632,419.8032
18-02-2013,Consumer,Africa,3877.68,930.48
04-11-2014,Home Office,US,1673.184,20.9148
17-09-2012,Consumer,US,3083.43,-1665.0522
24-11-2014,Corporate,APAC,2863.35,858.9
23-09-2014,Home Office,APAC,2841.66,189.42
04-11-2014,Corporate,EU,765.459,-36.081
01-09-2014,Corporate,APAC,1887.84,0
31-10-2011,Consumer,US,742.336,83.5128
30-09-2011,Corporate,US,795.408,59.6556
17-04-2014,Consumer,LATAM,1801.6,180.1
08-03-2013,Corporate,EU,779.28,-0.12
25-02-2011,Consumer,Africa,613.26,202.32
03-12-2014,Consumer,US,979.95,284.1855
16-09-2014,Home Office,APAC,1837.56,275.52
08-07-2013,Consumer,EU,3979.29,1989.54
05-06-2013,Consumer,US,1349.85,364.4595
31-12-2013,Consumer,LATAM,1198.2986,165.5986
26-03-2012,Corporate,US,3393.68,610.8624
29-01-2014,Consumer,APAC,1864.215,455.565
08-09-2011,Corporate,EMEA,1142.64,-571.32
17-02-2014,Corporate,EU,1630.8,18
30-05-2012,Consumer,EMEA,1172.664,-1172.736
02-01-2013,Corporate,EMEA,2021.88,323.4
23-11-2012,Corporate,LATAM,836.928,230.128
11-04-2014,Consumer,EMEA,1302.78,286.56
03-08-2012,Consumer,Africa,2243.88,246.72
18-11-2014,Home Office,APAC,1221.561,325.611
13-12-2011,Consumer,APAC,1609.29,241.38
20-06-2014,Corporate,APAC,1596.51,-53.37
03-11-2014,Corporate,US,975.92,292.776
21-05-2013,Home Office,APAC,2018.88,928.44
03-10-2014,Consumer,Africa,1885.32,18.72
26-12-2011,Corporate,EU,3119.34,1528.38
24-09-2014,Home Office,EU,1964.25,21.69
27-08-2011,Corporate,US,1202.94,300.735
26-08-2014,Home Office,APAC,1653.804,-689.256
18-11-2014,Consumer,EMEA,621,180.06
01-12-2012,Consumer,APAC,2673.81,26.73
06-09-2014,Home Office,EU,1307.97,536.22
30-09-2014,Consumer,EU,1145.232,-706.248
14-10-2014,Consumer,US,1504.52,346.0396
26-09-2012,Home Office,LATAM,1902.10816,872.82816
30-12-2014,Corporate,EU,1913.4,899.1
20-01-2014,Consumer,Africa,1854.72,778.92
15-07-2013,Consumer,EU,2958.984,953.274
28-02-2011,Home Office,APAC,810.72,-599.94
31-03-2014,Consumer,EU,2953.584,754.704
03-06-2013,Corporate,EU,2593.8,1141.2
05-03-2013,Consumer,APAC,2051.013,667.113
20-11-2014,Corporate,US,2504.74,626.185
15-10-2014,Consumer,EU,1318.65,567
23-05-2011,Consumer,APAC,1120.77,55.89
01-11-2011,Consumer,US,1983.968,247.996
29-08-2014,Consumer,LATAM,3044.8,91.2
21-06-2014,Home Office,EU,656.856,94.836
08-05-2014,Consumer,EU,2518.95,1032.57
19-08-2013,Home Office,Africa,1669.248,-1558.152
27-06-2013,Consumer,EU,2476.08,1015.02
31-12-2011,Home Office,US,1687.8,742.632
24-01-2011,Corporate,EMEA,1302.78,286.56
04-12-2014,Home Office,APAC,2125.32,148.68
28-06-2013,Corporate,EU,1954.44,781.74
24-05-2012,Consumer,LATAM,856.92,222.76
08-12-2014,Corporate,APAC,3696.0315,756.8715
11-12-2012,Consumer,APAC,1302.96,182.4
05-03-2014,Home Office,EMEA,1136.664,-880.956
02-06-2014,Consumer,APAC,1043.9304,-295.5096
25-06-2013,Consumer,APAC,1720.116,382.176
27-09-2011,Home Office,Africa,1253.76,200.52
05-06-2013,Home Office,LATAM,2180.244,-690.536
16-10-2013,Consumer,EU,1306.467,107.487
22-12-2013,Consumer,Canada,1704.96,272.52
10-11-2014,Corporate,US,1633.14,473.6106
21-11-2014,Consumer,LATAM,775.536,213.216
10-11-2012,Corporate,EU,2012.049,-1021.671
08-06-2011,Home Office,APAC,2166.8976,391.4976
07-04-2014,Corporate,APAC,3271.2,1341.15
18-10-2011,Home Office,LATAM,755.80536,195.34536
25-04-2012,Corporate,Africa,2182.68,327.24
31-08-2012,Corporate,APAC,1285.56,51.42
18-04-2012,Home Office,LATAM,1479.36,103.44
20-12-2013,Consumer,LATAM,740.184,-407.136
04-06-2013,Corporate,EU,1533.15,505.8
25-06-2012,Consumer,EMEA,2563.92,820.32
16-08-2012,Corporate,APAC,2897.91,901.56
14-08-2014,Corporate,APAC,1582.11,-886.05
09-06-2014,Home Office,US,1497.666,140.9568
03-09-2013,Consumer,LATAM,2616.96,26.16
29-05-2014,Consumer,EU,1399.113,108.783
24-06-2013,Corporate,EU,3421.71,1060.56
21-06-2011,Consumer,US,1322.93,357.1911
08-05-2014,Consumer,LATAM,820.08,98.28
12-11-2013,Corporate,US,2678.94,241.1046
13-02-2014,Home Office,EMEA,1198.56,359.52
28-11-2014,Consumer,APAC,1832.607,-445.113
24-08-2012,Consumer,EU,1857.06,639.51
02-08-2014,Corporate,Africa,1752.6,455.64
28-11-2013,Consumer,APAC,1850.46,259.02
19-08-2011,Corporate,APAC,2337.15,1098.45
13-03-2014,Corporate,EU,788.4,291.6
04-04-2013,Corporate,EU,715.53,100.98
05-09-2014,Consumer,US,1478.272,92.392
17-05-2014,Consumer,APAC,3094.56,1423.44
23-04-2013,Corporate,LATAM,882.0324,148.3524
14-03-2014,Home Office,US,959.984,335.9944
14-09-2012,Corporate,APAC,953.82,-81.81
26-09-2014,Corporate,APAC,2871.54,57.33
05-10-2012,Home Office,APAC,2544.6,865.08
29-10-2014,Consumer,APAC,886.1412,106.7412
23-11-2011,Consumer,APAC,473.847,-5.853
10-12-2014,Consumer,Africa,1767.6,0
09-12-2011,Corporate,LATAM,780.608,-0.032
12-12-2013,Consumer,US,892.136,111.517
17-12-2013,Corporate,EU,2711.7,1220.25
14-04-2014,Consumer,EU,2111.97,190.05
20-12-2014,Corporate,APAC,1189.2825,-396.4275
17-09-2013,Consumer,APAC,1908.45,534.33
19-12-2013,Corporate,US,1793.98,843.1706
22-10-2014,Corporate,US,909.12,9.0912
26-12-2012,Home Office,APAC,1854.9297,-1294.3503
11-10-2013,Home Office,APAC,924.66,397.53
25-04-2012,Consumer,APAC,1760.43,-326.97
23-06-2014,Corporate,EMEA,827.28,397.08
28-11-2012,Consumer,LATAM,1510.96,509.86
27-06-2014,Corporate,APAC,2098.32,860.16
26-06-2014,Consumer,LATAM,1938.24,-96.96
17-09-2012,Consumer,EU,803.52,-495.63
28-11-2013,Corporate,APAC,1391.76,97.38
15-09-2014,Corporate,US,942.784,94.2784
23-07-2014,Consumer,APAC,952.29,-53.01
04-09-2014,Consumer,EU,2927.28,146.16
06-12-2012,Consumer,US,1619.91,97.1946
24-12-2013,Corporate,US,1999.96,899.982
18-01-2014,Home Office,APAC,2117.22,-1736.28
10-12-2012,Home Office,US,799.984,249.995
26-06-2014,Consumer,APAC,2747.7,82.26
26-01-2012,Consumer,APAC,1014.72,141.96
07-07-2012,Consumer,APAC,1591.56,79.56
28-11-2011,Consumer,LATAM,533.22,69.3
27-11-2014,Home Office,LATAM,2124.5,488.6
07-12-2012,Consumer,APAC,1053.8676,-152.4924
20-03-2012,Corporate,US,1087.936,353.5792
17-12-2012,Corporate,EU,1248.84,249.72
19-11-2013,Consumer,LATAM,2040.92,959.14
02-09-2014,Consumer,EU,1068.714,-0.126
16-05-2014,Corporate,LATAM,875.22,139.98
05-11-2013,Consumer,APAC,1403.082,296.082
07-11-2011,Corporate,EMEA,1743.96,714.96
09-04-2013,Corporate,EMEA,1071.84,310.8
12-06-2014,Consumer,EU,925.02,-447.18
10-06-2013,Consumer,LATAM,1682.748,-813.492
05-07-2014,Consumer,APAC,1944.9,291.6
01-05-2013,Consumer,APAC,3040.8,1155.36
15-12-2012,Consumer,US,1799.994,-2639.9912
06-11-2012,Consumer,LATAM,1003.34928,178.94928
05-09-2014,Corporate,US,825.174,-117.882
15-09-2011,Home Office,APAC,808.731,-0.189
26-12-2013,Consumer,EU,2764.3275,-195.4425
26-12-2013,Consumer,US,2563.056,313.2624
02-09-2014,Consumer,EMEA,457.14,169.14
04-04-2012,Consumer,US,599.98,209.993
25-06-2013,Consumer,APAC,1933.2,-128.88
26-06-2011,Consumer,EU,704.052,312.912
24-09-2014,Corporate,EU,1355.13,-60.27
18-03-2011,Home Office,US,1198.33,70.49
31-10-2012,Consumer,US,1295.84,145.782
04-10-2013,Consumer,APAC,2819.52,338.22
08-11-2012,Home Office,APAC,2571.12,102.84
28-01-2012,Consumer,Africa,976.08,292.8
19-12-2012,Consumer,APAC,607.32,115.32
03-12-2014,Corporate,US,1159.056,43.4646
04-12-2013,Consumer,US,1649.95,659.98
17-12-2014,Corporate,LATAM,1697.584,-63.756
16-11-2011,Home Office,APAC,2063.4,123.75
18-10-2013,Consumer,EU,632.043,7.263
09-10-2014,Consumer,APAC,2906.4,1220.52
24-03-2014,Consumer,APAC,2572.74,1080.54
04-01-2014,Consumer,US,2022.272,682.5168
31-12-2012,Consumer,EU,1583.82,126.63
01-12-2012,Home Office,US,2003.92,125.245
14-11-2012,Corporate,US,826.11,322.1829
09-04-2014,Consumer,APAC,1656.72,-110.52
04-10-2014,Consumer,APAC,2015.496,850.836
10-11-2012,Consumer,EU,2219.184,24.624
17-10-2014,Corporate,APAC,2533.92,278.64
04-12-2014,Consumer,LATAM,1410.4,-88.2
25-10-2012,Consumer,APAC,1773.72,44.22
21-09-2011,Consumer,Africa,1377.9,289.2
11-11-2011,Consumer,LATAM,2582.16,516.36
04-10-2011,Consumer,US,589.41,-6.549
13-03-2012,Corporate,EU,1257.456,-29.664
07-04-2013,Home Office,US,1294.75,336.635
29-12-2011,Consumer,LATAM,2429.44,534.4
22-10-2014,Home Office,US,1439.92,374.3792
28-01-2014,Consumer,EU,977.022,271.332
13-11-2013,Corporate,EU,2891.7,1188.81
18-03-2013,Consumer,US,901.95,297.6435
15-08-2012,Corporate,APAC,2042.82,-136.26
14-07-2014,Corporate,LATAM,997.8004,327.9004
13-01-2012,Corporate,APAC,1411.344,486.054
25-04-2012,Consumer,EMEA,1647,625.8
07-05-2012,Consumer,APAC,972.567,194.427
14-10-2013,Consumer,APAC,1313.712,102.072
08-08-2011,Corporate,APAC,1273.56,573
17-12-2011,Consumer,EU,1908.18,820.44
12-02-2011,Consumer,US,1256.22,75.3732
15-11-2011,Consumer,APAC,2398.374,-1479.126
05-11-2012,Consumer,EMEA,680.28,231.24
07-01-2012,Corporate,EU,964.08,337.41
06-10-2014,Corporate,US,5199.96,1351.9896
23-09-2011,Home Office,APAC,1709.235,588.735
28-08-2012,Consumer,EMEA,929.34,65.04
28-08-2014,Corporate,US,1119.888,209.979
21-09-2011,Consumer,US,1799.97,701.9883
17-06-2014,Corporate,APAC,2383.857,794.577
05-06-2012,Corporate,EU,1891.5,832.2
03-05-2013,Corporate,LATAM,912.24,68.4
02-10-2013,Home Office,LATAM,947.22176,377.70176
15-12-2011,Consumer,EU,1983.015,616.815
25-10-2012,Consumer,LATAM,2146.6,429.3
18-02-2013,Corporate,EU,2879.82,1295.73
11-09-2014,Corporate,EU,1622.01,-623.94
15-10-2013,Consumer,EU,1503.684,284.004
03-04-2013,Corporate,US,1454.9,378.274
16-10-2013,Corporate,APAC,893.5614,247.6014
11-03-2014,Consumer,LATAM,1143.44,320.16
17-09-2014,Home Office,Africa,2280.6,136.8
04-11-2011,Corporate,LATAM,1401.84,126.16
29-09-2014,Corporate,EU,2088.24,83.52
09-07-2014,Home Office,APAC,2194.53,438.75
19-03-2012,Corporate,EU,1527.12,474.96
13-06-2013,Home Office,APAC,972.615,-486.465
31-08-2013,Corporate,EU,794.7,174.78
24-05-2013,Consumer,APAC,2761.2,110.34
29-06-2011,Corporate,EMEA,3312.24,1622.88
14-12-2011,Consumer,LATAM,825.792,41.232
17-09-2014,Consumer,US,538.194,-412.6154
12-08-2013,Consumer,APAC,3180.3,381.6
10-09-2012,Home Office,APAC,1860,316.2
11-06-2013,Corporate,APAC,2582.16,361.44
24-10-2013,Home Office,APAC,881.1,184.95
11-06-2013,Consumer,EU,1622.1825,324.3825
20-09-2012,Consumer,EU,1677.186,521.766
15-05-2014,Corporate,APAC,1001.88,230.4
19-09-2011,Corporate,US,2519.958,-251.9958
10-12-2011,Corporate,EU,554.526,-0.054
18-10-2013,Consumer,LATAM,2120.8,275.7
29-11-2013,Corporate,EMEA,1531.2,45.9
24-12-2014,Consumer,EMEA,1572.84,141.48
06-02-2012,Consumer,APAC,1236.33,519.21
07-06-2013,Home Office,US,3023.928,226.7946
28-08-2014,Consumer,APAC,759.66,311.46
09-02-2013,Corporate,APAC,2951.991,-632.799
03-09-2014,Corporate,US,1282.41,213.735
12-05-2011,Home Office,EU,627.276,-135.144
29-10-2013,Corporate,US,756.8,75.68
12-08-2013,Home Office,EMEA,553.92,22.08
24-06-2014,Consumer,EU,3873.24,890.82
31-01-2014,Corporate,APAC,791.19,126.54
26-05-2014,Corporate,APAC,2470.5,518.76
26-10-2011,Consumer,LATAM,2120.7,63.6
28-01-2014,Home Office,APAC,759.06,15.12
22-05-2013,Consumer,APAC,1581.03,790.47
12-08-2011,Home Office,APAC,1161.1971,-147.5229
03-05-2011,Consumer,Africa,642.72,224.94
26-08-2013,Corporate,LATAM,1308.48,13.08
01-10-2012,Consumer,APAC,3547.44,780.24
25-06-2013,Consumer,APAC,724.8,333.36
25-04-2011,Home Office,US,1487.04,148.704
21-04-2014,Consumer,LATAM,803.52,80.28
31-05-2013,Corporate,US,839.988,69.999
28-03-2014,Consumer,LATAM,1011.696,126.336
08-09-2014,Consumer,LATAM,2419.2,411.18
18-11-2013,Consumer,LATAM,803.04,180.64
17-10-2014,Corporate,LATAM,1773.72,212.76
16-04-2014,Corporate,EU,777.24,170.88
07-03-2012,Home Office,EU,1893.3,927.6
18-06-2012,Consumer,APAC,689.094,-53.886
14-07-2011,Consumer,EU,737.91,-8.37
30-05-2013,Consumer,EU,2570.76,976.8
17-06-2013,Home Office,EU,1199.76,479.88
26-03-2014,Consumer,APAC,3216.24,96.39
15-09-2011,Consumer,LATAM,1274.24,-127.46
20-09-2012,Consumer,EU,2145.72,364.68
18-08-2014,Corporate,US,895.92,302.373
17-12-2011,Corporate,APAC,882.15,114.6
19-08-2014,Corporate,US,2793.528,942.8157
21-08-2011,Consumer,EU,895.05,178.95
24-09-2012,Corporate,EMEA,1570.176,104.616
01-04-2014,Consumer,APAC,2614.689,-821.961
10-08-2013,Consumer,US,569.536,64.0728
17-10-2013,Consumer,APAC,636.78,286.5
19-01-2013,Corporate,LATAM,2751.2,110
10-12-2014,Corporate,APAC,1587.0015,-76.5585
01-06-2011,Home Office,APAC,1037.7096,298.5096
14-11-2013,Home Office,US,2279.96,592.7896
03-10-2014,Consumer,Africa,1487.4,728.7
09-10-2014,Consumer,LATAM,908.608,-193.152
16-10-2014,Consumer,APAC,1241.001,124.011
08-09-2011,Consumer,EU,1121.688,124.578
22-01-2013,Consumer,APAC,1838.52,349.2
11-11-2014,Corporate,US,899.136,-146.1096
26-10-2013,Corporate,US,783.96,78.396
03-08-2011,Consumer,APAC,2605.392,-553.878
01-05-2013,Corporate,APAC,803.52,48.06
10-10-2013,Consumer,LATAM,584.2,239.52
25-10-2013,Consumer,APAC,1679.616,-149.364
22-10-2013,Home Office,APAC,1148.7825,172.9125
12-02-2011,Consumer,Africa,681.72,327.12
21-08-2013,Corporate,APAC,3633.9,108.9
02-01-2012,Corporate,APAC,1229.6865,399.9765
22-06-2011,Corporate,APAC,2637,184.5
28-05-2013,Consumer,APAC,1764.165,127.335
14-08-2014,Consumer,EU,757.32,371.04
24-10-2014,Consumer,APAC,3720,632.4
26-11-2014,Consumer,Africa,985.2,78.72
07-09-2012,Consumer,EU,2367.954,920.754
10-06-2011,Consumer,EU,837.864,-27.936
31-03-2011,Consumer,EMEA,824.22,255.48
05-11-2014,Consumer,APAC,723.66,101.22
22-11-2013,Corporate,EU,4618.215,923.535
18-03-2014,Corporate,LATAM,1212.56,-45.54
09-09-2011,Consumer,US,1299.99,-571.9956
29-08-2014,Consumer,LATAM,1075.44,182.82
05-10-2012,Consumer,APAC,883.95,234.27
23-09-2011,Consumer,EU,1209.84,241.89
04-01-2013,Corporate,APAC,1926.72,308.16
07-10-2013,Home Office,US,703.71,-938.28
10-12-2013,Corporate,LATAM,804.768,150.888
18-11-2011,Consumer,APAC,470.112,39.552
29-11-2012,Consumer,Africa,1447.44,506.52
29-01-2014,Consumer,APAC,1028.16,274.08
20-03-2013,Corporate,Africa,1519.32,182.28
19-05-2011,Consumer,APAC,935.172,20.622
15-08-2014,Consumer,EU,3256.95,716.4
16-10-2013,Home Office,APAC,952.722,-428.868
29-09-2012,Corporate,LATAM,2968.7,118.72
20-06-2012,Corporate,EU,2584.386,660.366
18-11-2014,Corporate,APAC,891.756,207.996
18-04-2012,Corporate,APAC,1134.81,453.87
30-11-2011,Corporate,APAC,634.8,171.3
17-09-2014,Consumer,LATAM,722.36,50.56
20-09-2013,Consumer,LATAM,491.136,141.176
05-02-2013,Consumer,EU,2842.83,255.69
23-01-2014,Consumer,EU,642.72,224.94
01-12-2014,Consumer,LATAM,947.22,-236.88
24-02-2011,Corporate,EU,2076,103.8
10-11-2012,Consumer,EU,1309.203,494.403
25-06-2011,Consumer,APAC,2266.1475,-0.0525
29-09-2012,Consumer,EU,1081.71,89.07
01-11-2012,Consumer,APAC,3606.336,1202.016
10-07-2013,Consumer,APAC,2367.36,604.86
20-11-2014,Consumer,APAC,1113.264,-705.096
07-03-2012,Consumer,EU,1285.44,449.88
04-09-2012,Corporate,EMEA,1718.1,68.7
10-11-2014,Corporate,US,544.38,157.8702
28-09-2012,Consumer,EU,1971.675,350.475
06-06-2011,Corporate,EU,578.238,129.198
19-12-2013,Home Office,US,900.08,117.0104
03-12-2011,Consumer,LATAM,755.0868,225.4668
07-06-2013,Consumer,US,714.3,207.147
16-10-2014,Corporate,US,510.24,6.378
15-12-2014,Consumer,LATAM,498.36,9.96
04-07-2013,Home Office,EU,2069.55,186.06
19-08-2011,Corporate,APAC,1836,238.68
31-05-2014,Corporate,APAC,1001.7,250.38
09-01-2013,Consumer,EMEA,624.42,124.86
04-12-2014,Home Office,APAC,859.68,28.56
05-08-2013,Corporate,APAC,750.195,-41.805
22-07-2014,Home Office,APAC,1269.9,558.72
